CKG_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,vegetarian_type
브로콜리마늘볶음,277,0,6,볶음,채소류,밑반찬,['재료 브로콜리1개 통마늘20알 굴소스1스푼 통깨1스푼 매실액약간 식초1스푼 실고추약간'],Pescatarian
들깨무우나물볶음,3639,0,30,볶음,채소류,밑반찬,['재료 무630g 대파20g 들기름4큰술 다진마늘1큰술 소금1큰술 양념 참치액1큰술 들깨가루2큰술 맛술2큰술'],Pescatarian
닭가슴살완자탕,190,0,4,끓이기,닭고기,국/탕,['재료 닭가슴살175g 당근20g 양파30g 양배추20g 큰 멸치17g 달걀2개 양념 된장1큰수저 고춧가루14큰수저 통깨14큰수저'],Omnivore
달걀국,463,0,5,끓이기,채소류,국/탕,['재료 계란3개 대파넉넉히 참치액1스푼 국간장1스푼 후춧가루약간 소금약간'],Pescatarian
물떡오뎅탕,507,0,5,끓이기,기타,국/탕,['재료 멸치다시마육수550600ml 어묵1봉 가래떡2토막 표고버섯1개 무적당히 대파약간 청양고추2개 홍고추1개 국간장05t 멸치액젓05t 간장소스 국간장1T 식초1t 매실청1t 레몬슬라이스 와사비약간 멸치다시마육수 국물용 멸치15마리 다시마1장 무1토막5cm 양파12개 대파1대 표고버섯2개 마늘6쪽'],Pescatarian
해독주스,5796,0,10,기타,채소류,차/음료/술,['해독주스 양배추12통 당근34개 토마토10개 사과2개 샐러리조금 비트조금 브로콜리조금 삶은 고구마 작은것3개 매실액1컵 물15L'],Super_Vegan
사골떡만두국,556,0,1,끓이기,달걀/유제품,면/만두,['재료 사골육수1봉지 만두10개 떡국떡4인분 계란1개 대파약간 소금약간 김가루약간'],Omnivore
김치볶음,6948,0,10,볶음,채소류,밑반찬,['볶음김치 신김치14포기 대파1대 다진마늘1큰술 식용유2큰술 간장1큰술또는 액젓 설탕2큰술 올리고당1큰술 물조금 참기름1큰술 깨소금'],Pescatarian
오리주물럭,10371,0,66,볶음,육류,메인반찬,['재료 오리 슬라이스300g 양파1개 대파12대 당근14개 오리불고기 양념 고추장2T 고춧가루1T 진간장3T 멸치 액젓1T 설탕2T 다진 마늘2T 참기름1T 후추약간 생강가루약간 맛술1T 참기름1T'],Omnivore
김치비지찌개,3521,0,13,끓이기,돼지고기,찌개,['재료 돼지고기 찌개용300g 신 김치2줌 콩비지300g 대파12대 청양고추1개 홍고추약간 양파12개 코인 육수1개 돼지고기 비지찌개 볶을 때 들기름1T 다진 마늘1T 후추약간 돼지고기 비지찌개 양념 새우젓1T 국간장05T'],Omnivore
콩나물무밥,1772,0,14,기타,채소류,밥/죽/떡,['재료 쌀2컵 무100g 당근약간 표고버섯3장 건다시마2장 콩나물밥 양념장 청양고추1개 홍고추12개 부추약간 다진 마늘12T 고춧가루1T 설탕12T 진간장3T 참기름1T 통깨1T'],Super_Vegan
고추장진미채볶음,8122,0,11,볶음,건어물류,밑반찬,['진미채볶음 진미채300g 마요네즈1큰술 식용유2큰술 간장2큰술 고추장3큰술 맛술2큰술 다진마늘1큰술 설탕2큰술 물엿1큰술'],Pescatarian
가문어조림,477,0,2,볶음,건어물류,밑반찬,['가문어볶음 가문어150g 매운 고추1개 홍고추12개 고춧가루12큰술 올리고당2큰술 간장25큰술 물3큰술 맛술1큰술 다진마늘12큰술 통깨12큰술 참기름약간'],Pescatarian
짬뽕국,1095,0,8,끓이기,기타,국/탕,['재료 돼지고기2kg 오징어1kg 조개살1kg 배추1kg 청경채1kg 양념 식용유100ml 마늘100g 대파3개 고춧가루200g 소금50g 다시다50g 후추50g 미림50ml 다시마1개'],Omnivore
파닭,11779,0,60,부침,닭고기,메인반찬,['재료 닭다리살300g 청양고추12개 대파12대 우유100ml 마늘4알 소금12t 후추약간 마늘간장소스 진간장4T 물엿4T 맛술4T 설탕3T 다진 마늘12T 부침반죽 전분6T 물4T'],Omnivore
구운계란,3453,0,5,기타,달걀/유제품,기타,['구운계란 계란10개'],Lacto-Ovo_Vegetarian
양배추밥,19350,0,651,볶음,채소류,밥/죽/떡,['필수 재료 양배추100g 식초약간 밥1공기 물3숟가락 달걀1개 김가루약간 참기름1숟가락 양념장 고춧가루1숟가락 진간장4숟가락 다진 마늘1숟가락 청양고추2개 대파14개 다진 양파2숟가락 통깨1숟가락'],Lacto-Ovo_Vegetarian
연유라떼,3915,0,7,기타,달걀/유제품,차/음료/술,['재료 얼음적당량 우유100ml 연유10g 에스프레소2샷'],Lacto-Ovo_Vegetarian
부대볶음,1442,0,17,볶음,가공식품류,밑반찬,['재료 소시지2개 통조림햄200g 양파12개 대파12대 양배추56장 마늘2알 베이크드빈스3T 물4T 토마토케첩2T 올리고당1T 설탕1T 고춧가루2T 진간장2T 후추적당량 슬라이스치즈1장 식용유적당량 통깨적당량'],Omnivore
참치두부김치,4568,0,25,볶음,가공식품류,메인반찬,['재료 두부300g 배추김치6잎 양파12개 참치캔150g 고춧가루15T 설탕1T 진간장1T 미림2T 소금3번 통깨적당량 참기름적당량'],Pescatarian
양배추데치기,839,0,9,데치기,채소류,밑반찬,['재료 양배추12쪽 양념 물1T 간장1t 참기름1t 라임1t'],Super_Vegan
카레야채조림,261,0,1,볶음,닭고기,메인반찬,['재료 닭가슴살130g 양파12개 당근15g 파프리카 작은 사이즈1개 마늘 작은 사이즈5개 양배추20g 파스타면120g 양념 소금24꼬집 엑스트라 버진 올리브 오일25큰수저 카레가루5큰수저 올리고당12티스푼 고춧가루12큰수저 통깨'],Omnivore
순대볶음,11855,0,7,볶음,가공식품류,메인반찬,['재료 순대500g 양파12개 당근14개 대파1대 양배추56장 깻잎10장 홍고추1개 청고추1개 식용유적당량 참기름적당량 통깨적당량 소스 마늘4알 후추적당량 고춧가루15T 설탕1T 들깨가루1T 카레가루05T 진간장2T 미림2T'],Omnivore
스팸마파두부덮밥,630,0,12,끓이기,가공식품류,밥/죽/떡,['재료 두부1모 스팸1개 양파12개 양배추100120g 새송이버섯1개 당근14개 호박12개 대파1개 양념 고추장152큰술 고춧가루2큰술 된장05큰술 매실액1큰술 다진 마늘1큰술 굴 소스2큰술 올리고당2큰술 액젓1큰술 맛술2큰술 그외양념 전분물23큰술'],Omnivore
두부전골,2375,0,6,끓이기,가공식품류,국/탕,['재료 물15L 청경채300g 두부115모 배추6장 대파1대 표고버섯35개 마늘2알 닭안심4덩이 설탕13T 미림2T 후추적당량 생강가루12T 진간장12T 국간장12T 굵은소금1T 다시마2장 국물용 멸치적당히 페페론치노23개'],Omnivore
깻잎쌈밥,8443,0,473,기타,쌀,밥/죽/떡,['재료 밥1공기 참치75g 깻잎910장 참기름2T 소금13T 고추장12T 통깨적당량 물적당히'],Pescatarian
계란야채죽,2113,0,16,끓이기,채소류,밥/죽/떡,['재료 물400ml 밥1공기 양파14개 당근18개 대파13대 계란1알 다시마1장 국물용 멸치23마리 소금15t 후추적당량 참기름적당량'],Pescatarian
현미떡국,264,0,3,끓이기,가공식품류,국/탕,['재료 현미떡국떡600g 소고기 다짐육100g 대파1대 계란1개 혼합 다시팩1개 생수15L 참치 액1작은술 간마늘12작은술 소금약간 후추톡톡 소고기 고명 양념 소고기 다짐육100g 진간장12작은술 설탕14작은술 간 마늘12작은술 큐브 생강1알 소주12큰술 참기름12큰술 후추1꼬집'],Omnivore
김치수제비,1809,0,14,끓이기,가공식품류,면/만두,['재료 감자수제비180g 라면스프 1개10g 김치100g 대파13대 후추적당량 홍고추14개 청고추14개 물500550ml'],Omnivore
닭갈비,4465,0,14,볶음,닭고기,메인반찬,['재료 닭적당량 마늘4알 고구마1개 깻잎10장 양배추14통 당근14개 대파1대 양파12대 미림2T 후추적당량 생강가루05T 카레가루051T 설탕2T 진간장3T 올리고당3T 고추장4T 고춧가루4T 통깨적당량'],Omnivore
계란장조림,2425,0,37,끓이기,달걀/유제품,밑반찬,['재료 계란10개 마늘7개 양파14개 쪽파5대 청양고추2개 홍고추1개 양념장 다시마 우린물100ml 진간장100ml 설탕2큰술 맛술2큰술 올리고당2큰술 통깨2큰술'],Lacto-Ovo_Vegetarian
시금치된장국,11317,0,15,끓이기,채소류,국/탕,['재료 시금치200g 팽이버섯52g 양파45g 코인육수2개 대파23g 다진 마늘07큰술 쌀뜨물12L또는 물 된장1큰술 쌈장05큰술 까나리액젓15큰술'],Pescatarian
쭈꾸미볶음,1074,0,13,볶음,해물류,메인반찬,['쭈꾸미 볶음 재료 쭈꾸미5인분 소스2봉지 떡볶이떡 사리2봉지 양파1개 청양고추4개 대파2대 올리브 오일넉넉히 콩나물적당히 깨조금'],Pescatarian
유자청무생채,2094,0,75,무침,채소류,샐러드,['재료 무 작은거1개 유자청2큰술 식초2큰술 다진마늘12큰술 건고추 다진것1개 대파약간'],Super_Vegan
우거지선지국,2317,0,3,끓이기,가공식품류,국/탕,['재료 선지 650g1팩 한우 양1kg 삶은 우거지700g 대파5대 시판 곰탕 육수700g 물5L 양 손질 굵은소금2큰술 밀가루2큰술 소 양 삶을때 된장2큰술 소주12컵 대파 잎2대 양파1개 마늘10개 생강5g 통후추20알 양념 마늘5큰술 생강청1큰술 고춧가루12큰술 국간장5큰술 액젓3큰술 된장1큰술 맛술3큰술 다시다12큰술 고추기름2큰술 후춧가루12큰술'],Omnivore
팥양갱,1104,0,3,끓이기,가공식품류,과자,['재료 적앙금1kg 물500ml 한천가루20g 브라질너트12컵 캐슈너트12컵'],Super_Vegan
흰살생선버섯덮밥,877,0,7,볶음,해물류,밥/죽/떡,['재료 밥2공기 대구살100g 새송이 버섯1개 표고버섯4개 식용유1큰술 대구살 밑간 생강술1큰술 소금약간 양념 굴소스1큰술 파슬리가루1작은술 참기름1큰술'],Pescatarian
탕수육,1736,0,12,튀김,닭고기,메인반찬,['재료 닭 안삼300g 소금12작은술 후추12작은술 올리브유1큰술 감자 전분3큰술 물1컵 양파14개 당근18개 피망1개 물15컵 간장2큰술 식초2큰술 설탕2큰술 소금12작은술 감자 전분1큰술 물5큰술'],Omnivore
유산슬달걀덮밥,1412,0,21,볶음,채소류,밥/죽/떡,['재료 달걀3개 새우10마리 소금1꼬집 대파12대 식용유5T 표고버섯23개 죽순60g 당근40g 양념 고추기름2T 간장1T 물500ml 맛술2T 굴소스2T 설탕12T 고추장23T 전분물6T'],Pescatarian
계란만두국,288,0,3,끓이기,기타,국/탕,['재료 만두1015개 계란2개 양파12개 고추3개 대파1줌 물15L 멸치다시마 코인육수2알 국간장2T 액젓15T 다진마늘15T 소금약간 후추약간'],Omnivore
딸기라떼,2073,0,7,기타,과일류,차/음료/술,['재료 딸기200g 우유150ml 생크림50ml 꿀취향껏 황설탕2T 레몬즙1T 식초1T'],Lacto-Ovo_Vegetarian
어묵튀김,267,0,3,굽기,가공식품류,밑반찬,['재료 어묵4장 마요네즈1큰술 간장약간 청양고추12큰술'],Pescatarian
두부김치전,526,0,11,부침,채소류,기타,['재료 신김치150g 두부12모 실파3줄기 새우가루05스푼 감자전분4스푼 식용유약간'],Pescatarian
차돌박이솥밥,703,0,20,끓이기,소고기,퓨전,['재료 쌀2인분 차돌박이200g 세발나물80g 버터1조각 쌀뜨물약간 차돌박이 밑간 참치액1스푼 쯔유05스푼 후추1꼬집'],Omnivore
삼겹살덮밥,335,0,5,볶음,돼지고기,메인반찬,['재료 대패삼겹살 양파1개 다진마늘1큰술 밥2공기 진간장2큰술 고춧가루1큰술 돈까스소스1큰술'],Omnivore
마늘빵,1661,0,8,굽기,기타,빵,['재료 식빵 4장200g 버터20g 홍고추 1개17g 양파 대파 다진 마늘1큰술 파슬리가루04큰술'],Lacto-Ovo_Vegetarian
갈치구이,1663,0,4,굽기,해물류,메인반찬,['재료 갈치2마리 올리브유13컵 맛소금조금'],Pescatarian
굴림만두,251,0,5,끓이기,육류,국/탕,['재료 쇠고기 다짐육500g 숙주170g 두부100g 파2대 부추90g 소금23작은술 다진 마늘1큰술 매운 칠리 고추5개 후추약간 전분1컵'],Omnivore
청국장찌개,2751,0,12,끓이기,콩/견과류,찌개,['재료 김치15컵 애호박12개 감자1개 새송이버섯2개 두부12모 양념 들기름2T 국물용 멸치1주먹 물12L 다진마늘1T 고춧가루1T 청국장180200g 멸치액젓2T'],Pescatarian
느타리버섯볶음,829,0,8,볶음,버섯류,밑반찬,['재료 느타리버섯215g 당근43g 대파15g 다진 마늘05큰술 굴소스1작은술 소금03작은술 참기름05큰술 식용유3큰술 통깨솔솔 느타리버섯 데치기 물1L'],Pescatarian
토마토계란볶음,1201,0,7,볶음,채소류,기타,['재료 방울토마토 8개200g 계란2개 대파22g 굴소스05큰술 소금2꼬집 올리브오일2큰술 파슬리가루조금 통깨조금 방울토마토 세척 식초2큰술'],Pescatarian
팽이버섯김말이간장조림,3256,0,28,조림,버섯류,밑반찬,['재료 김2장 팽이버섯2봉 쪽파23줄기 전분가루3스푼 양념 간장2스푼 올리고당2스푼 다진 마늘1스푼 맛술1스푼 굴 소스12스푼 후추약간 통깨약간'],Pescatarian
김치볶음밥,726,0,6,볶음,쌀,밥/죽/떡,['재료 신김치250g 스팸200g 식용유2T 밥2공기 버터10g 고추가루1T 설탕1T 진간장2T 김가루1줌 통깨'],Omnivore
백합무침,1349,0,5,무침,해물류,메인반찬,['재료 백합350g 무50g 쑥갓150g 오이14개 양조간장1큰술 꽃게맛 간장2큰술 다진마늘1작은술 물엿3큰술 고춧가루4큰술 들기름1큰술 통깨솔솔'],Pescatarian
공심채베이컨마늘굴소스볶음,285,0,2,볶음,돼지고기,밑반찬,['재료 공심채150g 베이컨50g 꽈리고추30g 깐마늘30g 양념 굴소스50g'],Omnivore
곤약어묵조림,439,0,4,조림,가공식품류,밑반찬,['재료 어묵300g 곤약100g 대파1대 마늘쫑1줌 양념 물1컵 간장14컵 설탕12컵'],Pescatarian
김볶음밥,452,0,4,볶음,쌀,밥/죽/떡,['재료 밥1공기 대파12개 양파14개 애호박14개 당근14개 표고버섯1개 계란2개 조미김10장 식용유3T 참기름1T 볶은참깨1T'],Lacto-Ovo_Vegetarian
양배추청경채무침,1057,0,16,무침,채소류,밑반찬,['재료 양배추조금 청경채3개 식초조금또는 식소다 소스 진간장1숟갈 매실액1숟갈 물1숟갈 들기름1숟갈 통깨조금'],Super_Vegan
훈제삼겹살쌈무말이,1680,0,24,굽기,돼지고기,메인반찬,['재료 훈제삼겹살350g 노랑 파프리카1개 빨강 파프리카1개 무순1팩 쌈무1팩 겨자소스 연겨자1스푼 설탕1스푼 소금03스푼 식초1스푼 물1스푼'],Omnivore
봄동겉절이,1766,0,5,무침,채소류,메인반찬,['재료 봄동1포기 고춧가루1T 매실액1T 멸치 액젓1T 간마늘1t 설탕1t 통깨약간'],Pescatarian
어묵꼬치탕,387,0,5,끓이기,가공식품류,국/탕,['재료 긴 어묵8개 사각 어묵5개 쯔유2T 간장2T 후추약간'],Pescatarian
콩나물무나물,1002,0,5,끓이기,채소류,밑반찬,['재료 콩나물200g 무나물1줌 소금1티스푼 참기름2스푼 물350ml'],Super_Vegan
스테이크솥밥,2096,0,9,기타,소고기,밥/죽/떡,['재료 부채살300g 소금1t 후추1t 올리브유1t 쌀2컵 다시마2장 쯔유2t 다진당근2t 버터3t 쪽파2t 스테이크소스3t'],Omnivore
연두부계란탕,1409,0,34,끓이기,가공식품류,국/탕,['재료 연두부250g 크래미140g 계란2개 물300ml 녹말가루15큰술 다진대파2큰술 고추기름1큰술 양념 굴소스15큰술 설탕1작은술 소금2꼬집'],Pescatarian
당근라페,463,0,5,절임,채소류,밑반찬,['재료 당근3개 양념 라임즙3T 올리브유5T 홀그레인 머스타드3T'],Super_Vegan
돈까스덮밥,552,0,1,볶음,돼지고기,밥/죽/떡,['재료 냉동돈까스2장 양파12개 당근14개 대파1개 계란1개 돈가스 소스10T'],Omnivore
김밥전,1206,0,1,부침,기타,밥/죽/떡,['재료 김밥3줄 계란3개 참기름2큰술 양념 소금2꼬집'],Lacto-Ovo_Vegetarian
우엉겉절이,490,0,1,무침,채소류,밑반찬,['재료 우엉300g 깻잎30g 양념 고춧가루3스푼 멸치 액젓3스푼 매실청2스푼 설탕2스푼 다진 마늘1스푼 참기름1스푼 통깨1스푼'],Pescatarian
통삼겹살구이,641,0,9,굽기,돼지고기,메인반찬,['재료 통삼겹살714g 통마늘6개 양파12개 소세지2개 애호박14개 새송이버섯1개 올리브유1T 허브솔트 후추 파슬리가루조금'],Omnivore
소고기샤브샤브,13175,0,14,끓이기,소고기,국/탕,['재료 소고기 샤브용300g 알배추100g 청경채100g 느타리버섯100g 팽이버섯1개 양파12개 숙주 숙주150g 대파1대 육수 멸치육수17L 맛술1스푼 국간장12스푼 쯔유2스푼 소금12스푼 후추'],Omnivore
파채전,512,0,2,부침,채소류,메인반찬,['재료 파채1봉지 무채200g 부침가루10스푼 전분가루10스푼 청양고추3개 소금약간 물3스푼'],Super_Vegan
우삼겹두부찌개,777,0,10,끓이기,가공식품류,찌개,['재료 두부15모 우삼겹150180g 양파1개 호박13개 새송이버섯1개 팽이버섯12개 청양고추1개 홍고추1개 대파12개 물450500ml 양념 고춧가루2큰술 된장05큰술 국간장2큰술 액젓1큰술 맛술1큰술 다진 마늘1큰술 생강가루조금 후추조금 들기름1큰술 들깨가루12큰술'],Omnivore
